	article_id	article_auteur	article_titre	revue_annee	revue_numero	article_page
1438	AHMC-28-218	Moreau	I. Mémoires originaux. Note sur le service médical du lazaret de Saint-Louis (Sénégal) pendant l'épidémie de peste de 1929.	1930	28	218
1439	AHMC-28-235	Gourvil	Épidémie de dysenterie amibienne observée dans la garnison de Libourne.	1930	28	235
1440	AHMC-28-244	Delinotte	II. Notes cliniques. Note au sujet de trois observations médicales (zona, varicelle, rubéole).	1930	28	244
1441	AHMC-28-246	Coste;Wahl	II. Notes cliniques. Sur un cas de granulie pulmonaire.	1930	28	246
1442	AHMC-28-249	Talec	Observation d'un cas de fièvre bilieuse hémoglobinurique.	1930	28	249
1443	AHMC-28-255	Sanner	II. Notes cliniques. Fistule de l'urèthre au périnée. Résection de six centimetres du canal et reconstitution de celui-ci sur sonde à demeure.	1930	28	255
1444	AHMC-28-257	V. Labernadie, et M	II. Notes cliniques. Les helminthiases à Pondichéry en 1929.	1930	28	257
1445	AHMC-28-329	Mouillac	I. Mémoires originaux. Notes sur l'épidémiologie, l'endémiologie, la géographie, la climatologie et l'hygiène à Yunnanfou (Yunnan).	1930	28	329
1446	AHMC-28-362	Hermant	I. Mémoires originaux. Mesures de prévention et de suppression des épidémies de choléra.	1930	28	362
1447	AHMC-28-377	Sanner	II. Travaux cliniques. Arthrite métacarpo-phalangienne suppurée traitée par arthrotomie suivie d'immobilisation plâtrée en position de «fonction».	1930	28	377
1448	AHMC-28-379	Cazanove	III. Chronique documentaire. Les asiles d'aliénés aux colonies.	1930	28	379
1449	AHMC-28-396	De Marqueissac	III. Chronique documentaire. Note sur le fonctionnement du centre médical d'Ayos, de mars 1922 à août 1929.	1930	28	396
1450	AHMC-28-408	Lasnet	III. Chronique documentaire. La fièvre récurrente à Poux en Afrique Française.	1930	28	408
1451	AHMC-28-418	Peltier	III. Chronique documentaire. Lutte antipaludique aux Indes Anglaises.	1930	28	418
1452	AHMC-28-434	Henry G. S. Morin 	III. Chronique documentaire.Recherches sur le paludisme des terres rouges de Cochinchine.	1930	28	434
1453	AHMC-28-439	Henry G. S. Morin 	III. Chronique documentaire. Note sur l'organisation des recherches malariologiques sur les grands chantiers de travaux publics en Indochine.	1930	28	439
1454	AHMC-28-442	V. Labernadie ; Narayanin 	III. Chronique documentaire. Note sur l'épidémiologie du choléra à Pondichéry.	1930	28	442
1455	AHMC-28-513	Bouffard	I. Travaux originaux. L'assistance médicale et l'hygiène publique en Côte d'Ivoire.	1930	28	513
1456	AHMC-28-557	Tournier	I. Travaux originaux. Le traitement de la dysenterie amibienne.	1930	28	557
1457	AHMC-28-587	Fournials	I. Travaux originaux. Note sur quelques cas d'une intoxication peu habituelle dans la troupe, en Extrême-Orient. Intoxication cocaïnique.	1930	28	587
1458	AHMC-28-590	Fournials. I	I. Travaux originaux. Note sur quelques cas d'une intoxication peu habituelle dans la troupe, en extrême-orient. Intoxication cocaïnique.	1930	28	590
1459	AHMC-28-605	Clément	I. Travaux originaux. Trois années de chirurgie à la Guadeloupe.	1930	28	605
1460	AHMC-28-609	Clément	I. Travaux originaux. Fonctionnement du laboratoire de clinique de l'hôpital du Camp-Jacob de 1927 à 1930.	1930	28	609
1461	AHMC-28-611	Sanner	I. Travaux originaux. Kyste parovarien à contenu eau de roche et d'une contenance de huit litres.	1930	28	611
1462	AHMC-28-613		II. Chronique documentaire. Une enquête récente sur le béribéri en Cochinchine (d'après le rapport annuel de la Cochinchine)	1930	28	613
1463	AHMC-29-5	Hermant	I. Travaux originaux. Les maladies transmissibles observées dans les colonies françaises et territoires sous mandat pendant l'année 1928.	1931	29	5
1464	AHMC-29-138	E. Tournier	La chimiothérapie de la dracunculose.	1931	29	138
1465	AHMC-29-148	Le Gac	I. Travaux originaux. L'épidémie de fièvre récurrente au Ouadaï (Tchad) 1925-1928.	1931	29	148
1466	AHMC-29-166	Pierre Chesneau	I. Travaux originaux. Le rayonnement des dispensaires d'une province du Moyen-Laos.	1931	29	166
1467	AHMC-29-171	Peltier	II. Notes documentaires. Rapport sur les questions étudiées par la commission du paludisme de la société des nations réunie à Alger les 20 et 21 mai 1930 (extraits).	1931	29	171
1468	AHMC-29-229	Bouffard	I. Mémoires originaux. La pneumococcie chez les noirs(1).	1931	29	229
1469	AHMC-29-235	Albert Sallet	Les nids d'hirondelles.	1931	29	235
1470	AHMC-29-246	Fonquernie	I. Mémoires originaux. Quelques considérations sur la peste à Tananarive. (Épidémiologie, clinique, traitement).	1931	29	246
1471	AHMC-29-286	Fulconis	La peste au Sénégal en 1929.	1931	29	286
1472	AHMC-29-311	Marque	La peste dans la circonscription de Dakar et dépendances, en 1929.	1931	29	311
1473	AHMC-29-318	Couvy	II. Études et observations cliniques. La peste à l'hôpital central indigène de Dakar, en 1929.	1931	29	318
1474	AHMC-29-329	Lefèvre	II. Études et observations cliniques. Urticaire géante au cours d'une dracunculose.	1931	29	329
1475	AHMC-29-332	Guillon	À propos du traitement des distomatoses hépatiques.	1931	29	332
1476	AHMC-29-337	Y. Chaigneau ;M. Chauzy	II. Études et observations cliniques. Quelques notes au sujet d'une épidémie d'ictère Bénin survenue en 1929 au 1er bataillon du 10e régiment de Sénégalais à Tunis.	1931	29	337
1477	AHMC-29-346	Mury	II. Études et observations cliniques. La méthode de Whipple dans les affections coloniales.	1931	29	346
1478	AHMC-29-353	Boyé	III. Note documentaire. L'emploi de la main-d'oeuvre chinoise au Congo français(1)	1931	29	353
1479	AHMC-29-427	Ledentu	I. Mémoires originaux. Essai de nosographie du Gabon.	1931	29	427
1480	AHMC-29-479	Bonnecarrère ; Bertrand 	I. Mémoires originaux. La mortinatalité et la mortalité infantile au Togo au point de vue économique et social.	1931	29	479
1481	AHMC-29-503	Cheyssial	Étude de la ration alimentaire des indigènes du territoire du Togo.	1931	29	503
1482	AHMC-29-516	Martial	I. Mémoires originaux. Contribution à l'étude de l'alimentation du tirailleur Sénégalais en Afrique occidentale Française.	1931	29	516
1483	AHMC-29-532	Sorel ; Robineau 	I. Mémoires originaux. La trypanosomiase en Afrique occidentale Française.	1931	29	532
1484	AHMC-29-561	Letonturier	Le service médical des travailleurs indigènes en Cochinchine.	1931	29	561
1485	AHMC-29-571	Augagneur ; Nguyen-Van-Hoai 	II. Notes cliniques. Un cas d'othématome chez un paralytique général indigène en Cochinchine.	1931	29	571
1486	AHMC-29-575	Augagneur	II. Notes cliniques. Dermite érythémato-bulleuse d'origine quinique.	1931	29	575
1487	AHMC-29-588	la Fondation Léonard Wood pour la suppression de la lèpre	IV. Notes documentaires. Conférence sur la lèpre organisée à Manille (Philippines),	1931	29	588
1488	AHMC-29-635	Toullec	I. Mémoires originaux. La tuberculose des sénégalais. Considérations cliniques, épidémiologiques et prophylactiques.	1931	29	635
1489	AHMC-29-652	Chaigneau	Application dans un bataillon de sénégalais du nouvel indice de robusticité pour noirs, de G. Lefrou.	1931	29	652
1490	AHMC-29-661	Ledentu	I. Mémoires originaux. Chronique documentaire. Les maladies transmissibles observées dans les colonies françaises et territoires sous mandat pendant l'année 1929.	1931	29	661
1491	AHMC-29-852	Peirier	III. Notes cliniques et thérapeutiques. Injections intraveineuses de chaulmoograte de soude.	1931	29	852
1492	AHMC-29-860	Laquièze	Spirilloses intestinales en Nouvelle-Calédonie.	1931	29	860
1493	AHMC-29-861	Tournier	Les éléments de la thérapeutique du béribéri.	1931	29	861
1494	AHMC-29-871	Tournier	Le kermès, ses applications en pathologie exotique.	1931	29	871
1495	AHMC-29-875	Gauducheau	IV. Notes documentaires. I. Mesures d'hygiène à prendre pour la conservation des aliments, particulièrement dans les pays chauds. II. Nouveau procédé de préparation des viandes.	1931	29	875
1496	AHMC-30-5	Huard	I. Mémoires originaux. Les myosites et les pseudo-myosites en milieu colonial.	1932	30	5
1497	AHMC-30-34	F. Guichard ;C.Aubert	I. Mémoires originaux. Contribution à l'étude de la décoloration des huiles de palme. Application à l'amélioration du procédé indigène de préparation de ces huiles.	1932	30	34
1498	AHMC-30-59	Raynal	Quelques notes médicales sur le Guatémala.	1932	30	59
1499	AHMC-30-84	Philaire ;Grizaud	II. Notes cliniques. Un cas de main bote radio-palmaire congénitale bi-latérale.	1932	30	84
1500	AHMC-30-90	Hilleret ;Charpentier	II. Notes cliniques. Considérations médico-militaires sur quelques cas de béribéri constatés au 1er bataillon sénégalais de Tananarive et au 2e bataillon malgache de Majunga du 1er régiment mixte de Madagascar.	1932	30	90
1501	AHMC-30-96	Chaigneau ;Chauzy	II. Notes cliniques. Quelques considérations sur la pneumococcie au bataillon sénégalais de Tunis.	1932	30	96
1502	AHMC-30-101	Peyre	III. Chronique et notes documentaires. La peste au Sénégal en 1930	1932	30	101
1503	AHMC-30-108	Cazanove	 III. Chronique et notes documentaires. Le problème du rat dans le territoire de Dakar et dépendances.	1932	30	108
1504	AHMC-30-161	M. le Professeur Hermann Wintz, et M	Mesures de protection contre les dangers résultant de l'emploi des rayons du radium, roentgen et ultra-violet.	1932	30	161
1505	AHMC-30-261	E. Bédier ;F. Guichard	I. Travaux originaux. Contribution à l'étude et à la verdunisation (procédé bunau-varilla) des eaux de distribution de la ville de Douala.	1932	30	261
1506	AHMC-30-280	M. F. Guichard ; C. Aubert 	I. Travaux originaux. Contribution à l'étude de la décoloration sur place des huiles de palme. Conséquences et applications.	1932	30	280
1507	AHMC-30-292	A. de Raymond	II. Note clinique. Un nouveau traitement des diarrhées cholériformes et éventuellement du choléra.	1932	30	292
1508	AHMC-30-296	Lefèvre	III. Chronique documentaire. Les maladies transmissibles observées dans les colonies françaises et territoires sous mandat, pendant l'année 1930.	1932	30	296
1509	AHMC-30-406	G. Lefrou ; Allard 	III. Chronique documentaire. Une décade démographique (1921-1930) à Saint-Louis-du-Sénégal. Natalité, mortalité générale, mortinatalité, mortalité infantile.	1932	30	406
1510	AHMC-30-461	Gaide ; Bodet 	I. Mémoires originaux. Note sur le fonctionnement des maternités et sur la prévention de la tuberculose, par le B. C. G. en Indochine.	1932	30	461
1511	AHMC-30-478	Dr Marqueissac	Fonctionnement des équipes de prospection et de traitement du secteur de prophylaxie de la trypanosomiase au Togo.	1932	30	478
1512	AHMC-30-487	G. Lefrou 	L'importance de la taille assis comme base d'un indice de robusticité.	1932	30	487
1513	AHMC-30-490	H. Sergent 	I. Mémoires originaux. Contribution à l'étude d'un nouvel indice de robusticité chez les noirs (indice de Lefrou).	1932	30	490
1514	AHMC-30-493	J.-P. Pluchon ; H. Ginet 	Étude sur le lait consommé à Lome (Togo).	1932	30	493
1515	AHMC-30-516	Laurence	II. Notes cliniques. L'invasion primitive tuberculeuse chez le tirailleur sénégalais et ses rapports avec les séquelles d'affections pleuro-pulmonaires.	1932	30	516
1516	AHMC-30-532	Ott	II. Notes cliniques. Les deux types d'évolution de la fièvre bilieuse hémoglobinurique au Laos.	1932	30	532
1517	AHMC-30-546	Lefèvre	III. Chroniques documentaires. Les maladies transmissibles dans les colonies françaises et territoires sous mandat pendant l'année 1930 (suite).	1932	30	546
1518	AHMC-30-569	Bouffard	La pneumonie sur les chantiers du chemin de fer «Congo-Océan»	1932	30	569
1519	AHMC-30-635	Mercier	I. Mémoires originaux. Notes sur les résultats obtenus dans le traitement du paludisme par l'emploi de la quinoplasmine.	1932	30	635
1520	AHMC-30-653	Fréville	Contribution à l'épidémiologie de la peste en Cochinchine.	1932	30	653
1521	AHMC-30-679	J.-C. Perier ; Nguyen-Kim-Kinh	Dosage rapide et précis des acides aminés et des polypeptides dans le Nuoc-Mam	1932	30	679
1522	AHMC-30-694	Fabry	Réflexions cliniques sur 163 cas de béribéri.	1932	30	694
1523	AHMC-30-708	Bonhaud	I. Mémoires originaux. Essai sur les affections mentales chez les indigènes des troupes coloniales en France.	1932	30	708
1524	AHMC-30-723	E. Bédier ; V. Brégi	I. Mémoires originaux. Cuti-réaction à la tuberculine et séro-floculation à la résorcine chez les indigènes de Douala. 	1932	30	723
1525	AHMC-30-727	Grimes	II. Chronique documentaire. Essai de prophylaxie de la rougeole dans un camp de travailleurs indigènes. Hémo-atténuation sur l’effectif d’un camp S.M.O.T.I.G. à Tamatave	1932	30	727
1526	AHMC-30-730	André Augagneur ;N'Guyen-Van-Hoai ; Co-Quat-Gia	II. Chronique documentaire.Intoxication mortelle par ingestion d'oeufs de crapaud. 	1932	30	730
1527	AHMC-30-733	André Augagneur ;N'Guyen-Van-Hoai ; Co-Quat-Gia	II. Chronique documentaire. Réaction par la siliquid dans le liquide céphalo-rachidien	1932	30	733
1528	AHMC-30-736	Colin	II. Chronique documentaire. Considérations générales sur les causes qui ont pu influencer l'état sanitaire en Mauritanie.	1932	30	736
1529	AHMC-31-5	R. Pons ; Advier	I. Mémoires originaux. Méthode expérimentale d'étude du pouvoir immunisant d'un vaccin anti-pesteux. Son application à un vaccin huileux et à un vaccin aqueux. Recherche de la phase négative et de l'action anergisante de la vaccination anti-pesteuse.	1933	31	5
1530	AHMC-31-25	Vaucel	I. Mémoires originaux. Les acquisitions nouvelles dans l'étude des trypanosomiases.	1933	31	25
1531	AHMC-31-63	J. Tisseuil	I. Mémoires originaux. Le problème de la lèpre en 1932.	1933	31	63
1532	AHMC-31-68	Berny	I. Mémoires originaux. Création et organisation d'un village de lépreux au Moyen-Congo.	1933	31	68
1533	AHMC-31-78	Ferré	I. Mémoires originaux. Préparation anti-lépreuse à partir d'huiles de caloncobas du Cameroun.	1933	31	78
1534	AHMC-31-83	Millous	I. Mémoires originaux. La valeur numérique de l'homme et l'utilisation de l'indice pignet chez les noirs et en particulier chez les togolais.	1933	31	83
1535	AHMC-31-93	Laquieze ;Berny	II. Chronique documentaire. La parfaite tolérance du noir pour la ponction lombaire et sa réalisation très pratique dans un secteur de prophylaxie en A. E. F.	1933	31	93
1536	AHMC-31-96	Laquieze ;Berny	II. Chronique documentaire. Note sur onze observations de trypanosomés atteints de frigidité génitale.	1933	31	96
1537	AHMC-31-100	Laquieze ;Berny	II. Chronique documentaire. Note sur l'arrêt des menstruations chez les trypanosomées.	1933	31	100
1538	AHMC-31-102	Lavier	II. Chronique documentaire. La pathologie des îles Saint-Pierre et Miquelon.	1933	31	102
1539	AHMC-31-123	Marque	I. Chronique documentaire. Les maladies transmissibles observées dans les colonies françaises et territoires sous mandat pendant l'année 1931.	1933	31	123
1540	AHMC-31-325	J. Laigret 	I. Mémoires originaux. La vaccination contre la fièvre jaune.	1933	31	325
1541	AHMC-31-336	Bauvallet	I. Mémoires originaux. La tuberculose chez les noirs de l'Afrique occidentale française, ses formes chirurgicales constatées en Europe.	1933	31	336
1542	AHMC-31-364	Fabry	I. Mémoires originaux. Asthénie tropicale à manifestation hypotensive élective.	1933	31	364
1543	AHMC-31-372	Talec ;N. Nadessin 	II. Chroniques documentaires. Le fonctionnement de la maternité de l'hôpital colonial de Pondichéry pendant l'année 1932.	1933	31	372
1544	AHMC-31-388	Lefèvre	II. Chroniques documentaires. La climatologie du Togo.	1933	31	388
1545	AHMC-31-396	Lefèvre	II. Chroniques documentaires. Les services d'hygiène au Togo.	1933	31	396
1546	AHMC-31-407	Huchon	II. Chroniques documentaires. Note sur un traitement accessoire des rectites chroniques.	1933	31	407
1547	AHMC-31-445	M. Peyre	I. Mémoires originaux. Les problèmes de l'assistance mentale aux colonies.	1933	31	445
1548	AHMC-31-497	H. Aubin	De quelques aspects des psychoses dans l'Inde.	1933	31	497
1549	AHMC-31-512	Pales	I. Mémoires originaux. Les myosites et les pseudomyosites dans le milieu indigène en Afrique équatoriale française.	1933	31	512
1550	AHMC-31-531	Durand	I. Mémoires originaux. L'aviation sanitaire en Afrique équatoriale française.	1933	31	531
1551	AHMC-31-536	Phiquepal d'Arusmont	II. Notes documentaires. Sur un cas de réveil tardif de paludisme constaté à Saint-Pierre et Miquelon.	1933	31	536
1552	AHMC-31-538	Pierre Chesneau	II. Notes documentaires. Le rayonnement des infirmeries d'une province du Sud-Annam.	1933	31	538
1553	AHMC-31-543	Gaulène	II. Notes documentaires. Coutumes pahouines et médecine sociale au Gabon.	1933	31	543
1554	AHMC-31-551	Grizaud	II. Notes documentaires. Quelques réflexions sur une léproserie de l'atlantique (la désirade guadeloupe.).	1933	31	551
1555	AHMC-32-5	A. Gauducheau	I. Mémoires originaux. Note sur la prophylaxie antivénérienne individuelle présentée à la commission consultative au ministère des colonies le 30 janvier 1934.	1934	32	5
1556	AHMC-32-17	M. Bouillat	II. Notes documentaires. L'huile de chaulmoogra, son rôle dans le traitement de la lèpre, sa fabrication à la pharmacie du gouvernement de Pondichéry.	1934	32	17
1557	AHMC-32-46	Jonchère	Quelques conceptions actuelles sur l'épidémiologie et le traitement du paludisme.	1934	32	46
1558	AHMC-32-70	Millous	I. Mémoires originaux. Note sur le rhumatisme aigu et les particularités des arthrites aiguës sous les tropiques.	1934	32	70
1559	AHMC-32-78		II. Notes documentaires. L'état actuel de la vaccination contre la fièvre jaune	1934	32	78
1560	AHMC-32-84		II. Notes documentaires. La vaccination par le BCG aux colonies	1934	32	84
1561	AHMC-32-87	Ferré	II. Notes documentaires. Le Tsembal plante galactogène des foulbés.	1934	32	87
1562	AHMC-32-91		II. Notes documentaires. Géographie médicale. Mutilations génitales pratiquées dans certaines tribus des Indes néerlandaises	1934	32	91
1563	AHMC-32-96		II. Notes documentaires. Plan de recherches sur le paludisme par la Commission du Paludisme de la Société des Nations 	1934	32	96
1564	AHMC-32-153	Grosfillez	I. Chronique documentaire. Les principales maladies observées dans les colonies françaises et territoires sous mandat en 1932.	1934	32	153
1565	AHMC-32-268	P. Rodes	I. Chronique documentaire. Contribution à l'étude des mammifères vecteurs de la peste. Détermination de quelques espèces.	1934	32	268
1566	AHMC-32-272		Note succincte sur les tumeurs malignes observées dans les colonies françaises en 1932	1934	32	272
1567	AHMC-32-285	G. Girard ; J. Robic 	I. Travaux originaux. Vaccination contre la peste au moyen d'une souche de bacilles de Yersin vivants, de virulence atténuée.	1934	32	285
1568	AHMC-32-293	J.-P. Léger	I. Travaux originaux. Une saison de peste en brousse malgache.	1934	32	293
1569	AHMC-32-309	H.-M. Monier ; R. Guy, Médecin ; Ros 	I. Travaux originaux. Renseignements sur le paludisme recueillis dans les régions de Luang-Prabang et Paklay, au Laos.	1934	32	309
1570	AHMC-32-328	V. Labernadie	I. Travaux originaux. Essais de traitement de lépreux par des injections intraveineuses d'huile de chaulmoogra.	1934	32	328
1571	AHMC-32-338	Bertrand	I. Travaux originaux. Les maladies des yeux en pays Cabrais (Nord-Togo).	1934	32	338
1572	AHMC-32-350	Cartron	I. Travaux originaux. Étude démographique comparée des pays Bamilléké et Bamoum (Caméroun).	1934	32	350
1573	AHMC-32-364	Gaulène	II. Notes documentaires. L'étiologie des maladies et l'influence des sorciers chez les pahouins.	1934	32	364
1574	AHMC-32-370	Guichard	Contribution à l'étude générale des terres de surface du Caméroun.	1934	32	370
1575	AHMC-32-379	Dantec	II. Notes documentaires. Nouvelle réaction de l'antipyrine, son application à sa recherche et son dosage dans le pyramidon.	1934	32	379
1576	AHMC-32-382	Dantec	II. Notes documentaires. Note au sujet de la solution de xanthydrol dans l'alcool méthylique pour le dosage de l'urée.	1934	32	382
1577	AHMC-32-384	Dantec ;Giboin	Étude de stabilité du carburant national à la colonie.	1934	32	384
1578	AHMC-32-441	Advier	I. Travaux originaux. Étude expérimentale de la fièvre jaune(1).	1934	32	441
1579	AHMC-32-472	G. Saleun ; H. Monier	I. Travaux originaux. Renseignements et techniques particulières recueillis à l'école italienne de malariologie.	1934	32	472
1580	AHMC-32-493	V. Dufour;N. Gourry 	I. Travaux originaux. Les troubles de suralimentation du nourrisson indigène en A.O.F. Étude clinique et chimique des laits maternels indigènes.	1934	32	493
1581	AHMC-32-546	Rédaction des Annales	II. Chronique documentaire. Notions pratiques sur les succédanés de la quinine dans le traitement du paludisme	1934	32	546
1582	AHMC-32-552	M.-E Farinaud 	II. Chronique documentaire. Les possibilités de l'atébrine en prophylaxie collective(1).	1934	32	552
1583	AHMC-32-559	Grall	II. Chronique documentaire. La protection de l'enfance à Bambari (A. É. F.).	1934	32	559
1584	AHMC-32-564	Laouilheau	II. Chronique documentaire. Vaccination antituberculeuse par le B.C.G. dans la circonscription du chemin de fer en Afrique équatoriale française.	1934	32	564
1585	AHMC-32-567	Jolly ;Ouary ;Machelidon	II. Chronique documentaire. Néphrite hydropigène. Décapsulation du rein gauche. Guérison.	1934	32	567
1586	AHMC-32-572	Gaignaire	II. Chronique documentaire. Confusion mentale. Mélancolie anxieuse et mélancolie délirante curable d'origine paludéenne.	1934	32	572
1587	AHMC-32-574	Lafleur	II. Chronique documentaire. Contribution à l'étude des croyances des indigènes de la Haute Sangha au sujet du pian.	1934	32	574
1588	AHMC-32-579	Lafleur	II. Chronique documentaire. Étude sommaire d'un fruit de brousse, le «Bellé».	1934	32	579
1589	AHMC-32-581	Ochotine	L'art médical indigène au Congo français.	1934	32	581
1590	AHMC-33-5	Cartron	I. Mémoires originaux. Étude sur la lèpre, dans la circonscription de Dschang (Cameroun). Bamoums et Bamillékés.	1935	33	5
1591	AHMC-33-24	Aubin	I. Mémoires originaux. Conceptions nosologiques actuelles en psychiatrie.	1935	33	24
1592	AHMC-33-34	E. Monnier	I. Mémoires originaux. Les préparations à base de graines de soja, dans l'alimentation des annamites.	1935	33	34
1593	AHMC-33-57	Bellocq	I. Mémoires originaux. Cuti-réactions à la tuberculine, et prémunition par le B. C. G. des tirailleurs de la garnison de Brazzaville.	1935	33	57
1594	AHMC-33-64	Lefèvre	II. Chronique documentaire. Congrès de la colibacillose.	1935	33	64
1595	AHMC-33-90	Blanchard	II. Chronique documentaire. L'école de médecine de l'Afrique Occidentale française de sa fondation à l'année 1934.	1935	33	90
1596	AHMC-33-112	Labernadie	II. Chronique documentaire. Rapport sur le fonctionnement de l'école de médecine de Pondichéry pendant l'année scolaire 1932-1933.	1935	33	112
1597	AHMC-33-121	Ledentu	II. Chronique documentaire. Rapport sur le fonctionnement du centre d'instruction d'Ayos (Cameroun).	1935	33	121
1598	AHMC-33-126	Martial	II. Chronique documentaire. Épidémie de variole dans la province de Lang-Son (Tonkin) en 1934.	1935	33	126
1599	AHMC-33-136	E. Farinaud	II. Chronique documentaire. L'emploi de l'atébrine dans la prophylaxie collective du paludisme dans les exploitations agricoles.	1935	33	136
1600	AHMC-33-140	G. Grall	II. Chronique documentaire. Note sur la microfilariose loa. Ses symptômes et son traitement.	1935	33	140
1601	AHMC-33-140	G. Grall	II. Chronique documentaire.  L'action thérapeutique du Service de la trypanosomiase en A.O.F. jugée par les Bandas de l'Oubangui-Chari : le «ballet de la maladie du sommeil»	1935	33	140
1602	AHMC-33-146	Pujo	Notes sur la soif en région désertique.	1935	33	146
1603	AHMC-33-154	Gouin	Placenta proevia central et césarienne basse.	1935	33	154
1604	AHMC-33-160	Retière ; Borrey 	Les injections intra-veineuses d'alcool, en thérapeutique journalière.	1935	33	160
1605	AHMC-33-168	Borrey	Anesthésies au numal et à l'évipan sodique et rachianesthésie à la cocaïne.	1935	33	168
1606	AHMC-33-176	Borrey	Essais d'un traitement antisyphilitique standard arseno-mercuriel avec pyrétothérapie associée.	1935	33	176
1607	AHMC-33-241	C. Baril	I. Mémoires originaux. Une page d'histoire médicale. Rapport médical sur l'expédition militaire du Logo et l'épidémie de fièvre jaune qui la termina.	1935	33	241
1608	AHMC-33-301	J.-E. Martial 	I. Mémoires originaux. La quinacrine dans la tierce maligne.	1935	33	301
1609	AHMC-33-325	H. Floch	I. Mémoires originaux. Cinq années de démographie au Moule (Guadeloupe).	1935	33	325
1610	AHMC-33-347	Lemasson	I. Mémoires originaux. Une page d'histoire médicale. Étude générale sur l'éducation physique, son rendement dans l'armée.	1935	33	347
1611	AHMC-33-363	Cavalade	I. Mémoires originaux. Géographie médicale. Rapport sur une tournée effectuée dans la région de Niamey (Niger) par le groupe mobile d'hygiène en juin-juillet 1933.	1935	33	363
1612	AHMC-33-385	Hermant	II. Chronique documentaire. Protection sanitaire des travailleurs en Indochine.	1935	33	385
1613	AHMC-33-407	Lalung-Bonnaire	II. Chronique documentaire. Les conceptions indigènes de la tuberculose en Indochine	1935	33	407
1614	AHMC-33-420	Vivie	II. Chronique documentaire. Une année démographique à Madagascar.	1935	33	420
1615	AHMC-33-429	Louis Lapayre	II. Chronique documentaire. Le climat de Djibouti.	1935	33	429
1616	AHMC-33-436		II. Chronique documentaire. Résultats des recherches concernant le test de protection contre la fièvre jaune dans les colonies françaises d'Afrique	1935	33	436
1617	AHMC-33-446	Houphouet;Bablet	Deux observations de fièvre jaune chez des indigènes de la région de Toumodi (Côte d'Ivoire)	1935	33	446
1618	AHMC-33-448	Georges Grall	Note sur le bakandjia ou fièvre rouge congolaise.	1935	33	448
1619	AHMC-33-451	Maurice Philaire	Quelques cas d'hépatites suppurées observés à la Guadeloupe.	1935	33	451
1620	AHMC-33-455	F. Borrey	Deux observations d'arthrodèse par greffon tibial (voie antérieure) pour coxalgie en évolution.	1935	33	455
1621	AHMC-33-501	Sorel	I. Travaux originaux. Étude sur le paludisme dans les milieux militaires du Tonkin.	1935	33	501
1622	AHMC-33-526	A. Seyberlich	I. Travaux originaux. Que doit-on attendre de la réaction de Vernes resorcine pour le dépistage de la tuberculose au moment de l'incorporation des contingents malgaches.	1935	33	526
1623	AHMC-33-532	Louis Déjou	Aperçu sur la pathologie chirurgicale de la Guadeloupe.	1935	33	532
1624	AHMC-33-552	G. Ledentu	I. Travaux originaux. Les maladies transmissibles observées dans les colonies françaises et territoires sous mandat pendant l'année 1933.	1935	33	552
1625	AHMC-33-817	H. Aubin	II. Chronique documentaire. La ponction sous-occipitale. Procédé de choix pour le prélèvement du L.C.R.	1935	33	817
1626	AHMC-33-822	Grosperrin	Quelques coutumes Éwé (territoire du Togo) en matière d'accouchement.	1935	33	822
1627	AHMC-33-830	J. Lancepleine;P. de Souza 	II. Chronique documentaire. Utilisation du beurre de karité et de l'huile du palme en pharmacie galénique.	1935	33	830
1628	AHMC-33-836	Pierre Dantec	Note de laboratoire sur l'emploi des bouchons de palétuvier.	1935	33	836
1629	AHMC-33-838	Talec	Sur un nouveau cas de sodoku à Pondichéry.	1935	33	838
1630	AHMC-33-857	Sorel	I. Mémoires originaux. La lutte contre les maladies vénériennes au Tonkin et principalement à Hanoï-Haïphong.	1935	33	857
1631	AHMC-33-898	G. Girard	Résultats de la campagne de vaccination antipesteuse, par germes vivants, effectuée à Madagascar (8 octobre 1934-10 mai 1935).	1935	33	898
1632	AHMC-33-919	M.-E. Farinaud 	I. Mémoires originaux. La lutte contre le paludisme dans les colonies françaises.	1935	33	919
1633	AHMC-33-969	Peltier	Éducation hygiénique des populations indigènes. Propagande en faveur de l'hygiène sociale.	1935	33	969
1634	AHMC-33-976	V. Huot	«Barnavaux» d'hier et d'aujourd'hui. Étude médico-psychologique du soldat colonial de métier. Conférence de garnison faite aux officiers de l'armée active et de complément de la place de Tananarive.	1935	33	976
1635	AHMC-33-998	E. Massal	I. Mémoires originaux. Géographie médicale des îles Gambier et Tuamotu rattachées.	1935	33	998
1636	AHMC-33-1023	E. Massal	La lèpre dans les îles Tuamotou rattachées aux Gambier (îles Reao et Puka-Ruha).	1935	33	1023
1637	AHMC-33-1038	F. Guichard	La réaction de Schardinger sur les laits de Cochinchine.	1935	33	1038
1638	AHMC-33-1051	P. Dantec	I. Mémoires originaux. Les laits, beurres, crèmes et fromages du Cameroun.	1935	33	1051
1639	AHMC-33-1056	P. Passa	II. Chronique documentaire. Maternités et protection de l'enfance au Sénégal, en 1934.	1935	33	1056
1640	AHMC-33-1063	V. Labernadie	II. Chronique documentaire. Compte rendu du IIIe Congrès international d'aviation sanitaire (Bruxelles, 10-15 juin 1935).	1935	33	1063
