                                                                                                                                                                                                                                                                                                                                                                                                                  article_titre  revue_annee
                                                                                                                                                                                                                                                                                                                                                            Hygiène et tuberculose à l'arsenal de Lorient, par le Dr Lacarrière         1906
                                                                                                                                                                                                                                                                                                                            Observations sur l'épidémiologie dysentérique au Japon, par K. Shiga. Traduction par le Dr Thémoin,         1906
                                                                                                                                                                                                                                                                                                                                                                            Variétés. / Société de médecine militaire française         1906
                                                                                                                                                                                                                                                                                                                                                                              Variétés. Société de médecine militaire française         1906
                                                                                                                                                                                                                                                                                                                                          Trois abcès tropicaux du foie observés à l'hôpital maritime de Brest, par le Dr Pfihl         1906
                                                                                                                                                                                                                                                                                                                            Une maladie professionnelle : l'hygroma crépitant (Aï douloureux) des canotiers, par le Dr Cazamian         1906
                                                                                                                                                                                                                                                                                                                                                           Hygiène et tuberculose à l'arsenal de Lorient, par le Dr Lacarrière,         1906
                                                                                                                                                                                                                                                                           Notes intimes sur Georges Cuvier rédigées en 1836 par le Dr Quoy pour son ami J. Desjardins, de Maurice, publiées et commentées par le Dr E.-T. Hamy         1906
                                                                                                                                                                                                                                                                                                                                                                                     Lettre du docteur Quoy à Julien Desjardins         1906
                                                                                                                                                                                                                                                                                                                     Notes complémentaire relatives au hamac. Utilisé comme moyen de transport des blessés, par le Dr Guézennec         1906
                                                                                                                                                                                                                                                                                                                         Omentopexie pour cirrhose atrophique paludéenne avec ascite : résultats éloignés, par le Dr A. Valence         1906
                                                                                                                                                                                                                                                                                                                         Action de l'oxygène sur l'activité fonctionnelle du coeur épuisé. Étude sur le crabe, par R. Moulinier         1907
                                                                                                                                                                                                                                                                                                                Hygiène du Marin à bord du Duguay-Trouin, école d'application des aspirants, 1905-1906, par le Dr P. Le Méhauté         1907
                                                                                                                                                                                                                                                                                                                                                          Hygiène et tuberculose à l'arsenal de Lorient, par le Dr Lacarrière,          1907
                                                                                                                                                                                                                                                                                                                                                                                      Des traumatismes du rein, par M. Couteaud         1907
                                                                                                                                                                                                                                                                                                                                                                Traitement de l'entérite chronique par la Nèfle, par A. Mercier         1907
                                                                                                                                                                                                                                                                                                              Hygiène du marin à bord du Duguay-Trouin, école d'application des aspirants, 1905-1906, par le Dr P. Le Méhauté,          1907
                                                                                                                                                                                                                                                                                                                                                                     Dysenterie bacillaire et abcès du foie, par le Dr Bertrand         1907
                                                                                                                             Fractures de la jambe. Deux cas de fracture oblique des tiers moyen et inférieur. Un cas de fracture ouverte, comminutive, du tiers supérieur. Réflexions sur les traumatismes survenus à l'occasion et en dehors du service, et sur les règlements actuellement en vigueur, par le Dr Chevalier,          1907
                                                                                                                                                                                                                                                                                                                                                                                   Dysenterie et lombrics, par le Dr Labadens,          1907
                                                                                                                                                                                                                                                                                                                       Géographie médicale. / Rapport sur l'état sanitaire de l'archipel des îles du Cap-Vert, par le Dr Fatome         1907
                                                                                                                                                                                                                                                                                                                            Lavabo à pédales construit à bord par le second-maître infirmier Lecomte, présenté par le Dr Robert         1907
                                                                                                                                                                                                                                                                                                                                                              Sur les filtres à sable non submergé, par P. Miquel et H. Mouchet         1907
                                                                                                                                                                                                                                                                                      Fibro-myomes utérins. Dégénérescence calcaire. - Hystérectomie abdominale subtotale. - Guérison. - Examen des pièces. Par le Dr Chevalier         1907
                                                                                                                                                                                                                                                                                                                                                Sinusite maxillaire fongueuse ; opération de Caldwelle-Luc, par le Dr Étourneau         1907
                                                                                                                                                                                                                                                                                                                                                                       Épidémie de rubéole à bord du troude, par le Dr Bonnefoy         1907
                                                                                                                                                                                                                                                                                                                                                                 Hygiène navale à bord de l'amiral-Tréhouart, par le Dr Liffran         1907
                                                                                                                                                                                                                                                                                                                                        Note sur l'hygiène et l'état sanitaire de Gibraltar et d'algésiras, par le Dr Hernandez         1907
                                                                                                                                                                                                                                                                                                                                                               Hygiène navale à bord de l'amiral-Tréhouart, par le Dr Liffran,          1907
                                                                                                                                                                                                                                                                                                                                                                                              Lait et allaitement, par A. Auché         1907
                                                                                                                                                                                                                                                                                                                                                                      Épidémie de paludisme sur la « rance », par le Dr Vincent         1907
                                                                                                                                                                                                                                                                                                                Sur les renseignements qui doivent accompagner les échantillons d'eau soumis à l'analyse, par le Dr F. Malméjac         1907
                                                                                                                                                                                                                                                                                                                                                                                        Traitement du favus, par le Dr Paul Née         1907
                                                                                                                                                                                                                                                                                                                                                                                        Traitement du favus, par le Dr Paul Née         1907
                                                                                                                                                                                                                                                                                                                                                                              Variétés. / Géographie médicale  [Van Rijnberk.]          1907
                                                                                                                                                                                                                                                                                                      Variétés. Liautaud et Gaudichaud. Note pour servir à l'histoire des collections de la Danaïde (1839-1843), par E.-T. Hamy         1907
                                                                                                                                                                                                                                                                                                                                                                                  Variétés. Activité maritime de la croix-rouge         1907
                                                                                                                                                                                                                                                                                                                   Variétés. Concours pour le prix de sa majesté l'impératrice Marie Feodorowna. / Livres parus. / Livres parus         1907
                                                                                                                                                                                                                                                                                                                                                                                              Lait et allaitement, par A. Auché         1907
                                                                                                                                                                                                                                                                                                                                                                         Hygiène navale à bord du “Montcalm”, par le Dr Charuel         1907
                                                                                                                                                                                                                                                                                                                                                                              Coup de chaleur paroxystique, par le Dr Amouretti         1907
                                                                                                                                                                                                                                                                                                                             État sanitaire de Dakar et du personnel de la marine pendant l'hivernage de 1906, par le Dr Bellet         1907
                                                                                                                                                                                                                                                                                                                                                                        Chirurgie des accidents. Entorse. Par le Prof. Morestin         1907
                                                                                                                                                                                                                                                                                                                                           Abcès du foie. Ponction, embolie gazeuse, mort, par le lieutenant N. Low R. A. M. C.         1907
                                                                                                                                                                                                                                                                                                                                           Abcès du foie. Ponction, embolie gazeuse, mort, par le lieutenant N. Low R. A. M. C.         1907
                                                                                                                                                                                                                                                                                                                                          Intoxication par des gaz délétères dans une tourelle pendant le tir, par le Dr Gazeau         1907
                                                                                                                                                                                                                                                                                                                               Les explosifs modernes. Phénomènes d'empoisonnement par les gaz d'explosion. Par le Dr Miranda,          1907
                                                                                                                                                                                                                                                Troubles morbides et accidents graves produits par la combustion spontanée de charges de balistite sur le navire royal M. Polo. Prophylaxie et traitement, par le Dr P. Campo,          1907
                                                                                                                                                                                                                                                    Modifications à l'instruction du 6 avril 1906 relative à l'examen de l'acuité visuelle et du sens chromatique à l'aide du disque chromo-optométrique de M. Le Dr Le Méhauté         1907
                                                                                                                                                                                                                                                                                                                                                                              L'eau potable à bord du “Henri IV”, par M. Girard         1907
                                                                                                                                                                                                                                                                                                                          Considérations hygiéniques sur la ville de Dakar et les établissements de la marine, par le Dr Bellet         1907
                                                                                                                                                                                                                                                                                                                                                        La trypanosomiase humaine ou maladie du sommeil, par le Dr Lévi-Sirugue         1907
                                                                                                                                                                                                                                                                                                                                                                                         Pelade et Marine, par le Dr A. Valence         1907
                                                                                                                                                                                                                                                                                          Travaux de laboratoire à bord des navires, par le Dr Alfred-William Balch, de la marine des États-Unis. Traduit par le Dr Defressine,         1907
                                                                                                                                                                                                                                                                                                  Le péril vénérien conférence faite aux aspirants à bord du Duguay-Trouin, le 23 octobre 1906, par le Médecin principal Robert         1907
                                                                                                                                                                                                                                                                                                                        Considérations hygiéniques sur la ville de Dakar et les établissements de la marine, par le Dr Bellet,          1907
                                                                                                                                                                                                                                                                                                                                             La paracenthèse abdominale doit se faire sur la ligne médiane, par le Dr Couteaud,         1907
                                                                                                                                                                                                                                                                                                                                                                        Sarcome encéphaloïde du médiastin, par le Dr Étourneau,         1907
                                                                                                                                                                                                                                                                                                                                                                                                       Circulaire ministérielle         1907
                                                                                                                                                                                                                                                                                                                                                 Variétés. / L'hygiène de la peau et de la chevelure, par le Dr Lucien Jacquet,         1907
                                                                                                                                                                                                                                                                                                                                                   Variétés. L'hygiène de la peau et de la chevelure, par le Dr Lucien Jacquet,         1907
                                                                                                                                                                                                                                                                                                                                                       Les flottilles de torpilleurs de Cochinchine en 1906, par le Dr Olivier,         1907
                                                                                                                                                                                                                                                                Les différents types artériels de la main (Indépendants des anomalies des artères de l'avant-bras) formes actuelles et sens de l'évolution. Par le Dr Cazamian,         1907
                                                                                                                                                                                                                                                                                                                                 Deux observations rares d'abcès du lobe gauche du foie, Par les docteurs Chevalier,  et Seguin         1907
                                                                                                                                                                                                                                                                                                                                 Deux observations rares d'abcès du lobe gauche du foie, Par les docteurs Chevalier,  et Seguin         1907
                                                                                                                                                                                                                                                                                                                                                             Abcès tropical du foie. Difficultés du diagnostic. Par le Dr Bodet         1907
                                                                                                                                                                                                                                                                                                                                                    Vingt hystérectomies abdominales. Résultats techniques. Par le Dr Étourneau         1907
                                                                                                                                                                                                                                                                                           Un accident à bord de la Jeanne-d'Arc. Fracture de la voûte crânienne. Opération et traitement à bord. - Guérison. Par le Dr Normand         1907
                                                                                                                                                                                                                                                                                                                       Péritonite aiguë par rupture de vésicule biliaire. Intervention chirurgicale. - Mort. Par le Dr Donnart,         1907
                                                                                                                                                                                                                                                                                                                                       Variétés. / Loi portant organisation du corps de santé de la marine. / Status organiques         1907
                                                                                                                                                                                                                                                                                                                                    La conférence de la croix-rouge en 1907 dans ses rapports avec la marine, par le Dr Hyades,         1907
                                                                                                                                                                                                                                                                                                                                                                Kyste hydatique suppuré pleuro-pulmonaire, par le Dr Machenaud,         1907
                                                                                                                                                                                                                                                                                                                                           Deux opérations de prostatectomie (Périnéale et transvésicale), par le Dr Étourneau,         1907
                                                                                                                                                                                                                                                                                                                                                                    Sur une combinaison molybdo-uranique. Par M. André Lancien,         1907
                                                                                                                                                                                                                                                                                                                     Applications d'un nouveau flacon compte-gouttes à la technique histologique, par A. Auché et L. Tribondeau         1907
                                                                                                                                                                                                                                                                                                                     Applications d'un nouveau flacon compte-gouttes à la technique histologique, par A. Auché et L. Tribondeau         1907
                                                                                                                                                                                                                                                                                                                                                               Effets du fusil Japonais nouveau modèle. (Traduit de l'anglais.)         1907
                                                                                                                                                                                                                                                                                                                                                               Effets du fusil Japonais nouveau modèle. (Traduit de l'anglais.)         1907
                                                                                                                                                                                                                                                                                                Variétés. Recommandations en vue de sauvegarder les droits à pension des veuves et des orphelins. / La salive des syphilitiques         1907
                                                                                                                                                                                                                                                                                                                         Variétés. Le détatouage. / Kératite parenchymateuse d'origine traumatique, par le Dr L. Leplat (Liège)         1907
                                                                                                                                                                                                                                                                                                                                   La conférence de la croix-rouge en 1907 dans ses rapports avec la marine, par le Dr Hyades,          1907
                                                                                                                                                                                                                                                                                                                                                                   Plaies pulmonaires avec hémothorax, par le docteur G. Bonain         1907
                                                                                                                                                                                                                                                                                                                                                            Fièvre jaune expérimentale. Traduit de l'anglais par le Dr Bonnefoy         1907
                                                                                                                                                                                                                                                                                                                                 Étude biologique et expérimentale d'un diplocoque pathogène des angines, par le Dr P. Bellile,         1907
                                                                                                                                                                                                                                                                                                                                                         Une observation de rhumatisme chronique post-ourlien, par le Dr Barbe,         1907
                                                                                                                                                                                                                                                                                                                                                 Proposition de modification au gobelet actuel du charnier, par le Dr Castaing,         1907
                                                                                                                                                                                                                                                                                                                                         Au sujet de l'urticaire d'origine filarienne (Filaire de médine). Par le Dr A. Bartet,         1907
                                                                                                                                                                                                                                                                                                                                                      Un traitement de la diarrhée chronique des pays chauds, par le Dr Cannac,         1907
                                                                                                                                                                                                                                                                                   Dilatation ampullaire de l'urètre postérieur et fistule périnéale ; résection partielle et suture de l'urètre. Guérison. Par le Dr Couteaud,         1907
                                                                                                                                                                                                                                                                                                                                                          Sels marins de la Cochinchine et de l'Annam, par Albert Saint-Sernin,         1907
                                                                                                                                                                                                                                                                                               Les blessés de béveziers. Notice pour servir à l'histoire des débuts de la médecine navale de France. Par M. le professeur Hamy,         1907
                                                                                                                                                                                                                                                                                                                                                                        Lombrics et troubles intestinaux, par le Dr A. Bartet,          1907
                                                                                                                                                                                                                                                                                            Plaie de poitrine par arme à feu. Hémothorax gauche ayant nécessité l'empyème. Bons effets de la méthode de bier. Par le Dr Pfihl,          1907
                                                                                                                                                                                                                                                                             L'hygiène à bord des croiseurs Américains tennessee et washington et des croiseurs japonais tsukuba et chitose, par le Dr d'Auber de Peyrelongue,          1908
                                                                                                                                                                                                                                                          Variétés. / Efficacité du chlorure de calcium dans le traitement de l'urticaire, des oedèmes, du prurit. / Procédé rapide pour prendre la température du corps humain         1908
                                                                                                                                                                                                                                                                                                  Variétés. Procédé rapide pour prendre la température du corps humain. / Action de la quinine sur les plasmodies de la malaria         1908
                                                                                                                                                                                                                                                                    Variétés. Action de la quinine sur les plasmodies de la malaria. / Procédé simple pour différencier le sang humain. (Les Nouveaux Remèdes.). / Livres parus         1908
                                                                                                                                                                                                                                                                                                                                              Quelques considérations sur l'ophtalmo-réaction, par le Dr Palasne de Champeaux,          1908
                                                                                                                                                                                                                                                                                                                                                                     Une épidémie de dysenterie à Cherbourg, par le Dr Maille,          1908
                                                                                                                                                                                                                                                                                                                                              L'électrolyse circulaire dans les rétrécissements de l'urètre, par le Dr Seguin,          1908
                                                                                                                                                                                                                                                                                                                                                                                De l'étiologie du strabisme, par le Dr Moreau,          1908
                                                                                                                                                                                                                                                                                                                                                             Note sur l'hôpital maritime de Sidi-Abdallah, par le Dr Labadens,          1908
                                                                                                                                                                                                                                                                             L'hygiène à bord des croiseurs Américains tennessee et washington et des croiseurs Japonais Tsukuba et Chitose, par le Dr d'Auber de Peyrelongue,          1908
                                                                                                                                                                                                                                                                                                                                  Variétés. / Lettres de quoy à R.-P. Lesson. (Lettre écrite à Lesson au moment de son départ.)         1908
                                                                                                                                                                                                                                                                                                                                     Étude sur les mensurations faites sur les élèves de l'école navale, par le Dr A. Valence,          1908
